headline	lead_paragraph	web_url
British Rockers Muse Top Billboard 200 for First Time With 'Drones'	British rockers Muse stormed to the top of the weekly U.S. Billboard 200 album chart on Wednesday, the band's first time to notch the coveted No. 1 spot.	http://www.nytimes.com/reuters/2015/06/17/arts/17reuters-music-muse-charts.html
Comedian Tommy Chong Says He Is Battling Rectal Cancer	Comedian Tommy Chong, who with Cheech Marin was one of the most successful comedy teams of the 1970s, said on Wednesday he is being treated for rectal cancer.	http://www.nytimes.com/reuters/2015/06/17/arts/17reuters-people-tommychong.html
USA's 'Complications' Takes Dark Turn in Medical Drama	"USA Network's new show ""Complications"" isn't the typical medical drama."	http://www.nytimes.com/aponline/2015/06/17/arts/ap-us-tv-complications.html
AP Interview: Michael Douglas in Israel for $1 Million Prize	"When actor Michael Douglas learned that he had been chosen to receive the ""Jewish Nobel Prize,"" he pointed out a small problem: Under strict religious law, the Oscar-winning actor isn't Jewish."	http://www.nytimes.com/aponline/2015/06/17/arts/ap-ml-israel-people-michael-douglas.html
Philip Larkin to Get a Memorial Stone in Poets&#8217; Corner at Westminster Abbey		http://artsbeat.blogs.nytimes.com/2015/06/17/philip-larkin-to-get-a-memorial-stone-in-poets-corner-at-westminster-abbey/
Netflix&#8217;s &#8216;Sense8&#8217;: Watched It All? Let&#8217;s Talk.		http://artsbeat.blogs.nytimes.com/2015/06/17/netflixs-sense8-watched-it-all-lets-talk/
Florence and the Machine to Replace Foo Fighters at Glastonbury		http://artsbeat.blogs.nytimes.com/2015/06/17/florence-and-the-machine-to-replace-foo-fighters-at-glastonbury/
Festivals Getting a Little Old for Jim James	Jim James and his band My Morning Jacket enjoy playing music festivals, but he's starting to wonder if they are too much of a good thing.	http://www.nytimes.com/aponline/2015/06/17/arts/ap-us-music-my-morning-jacket.html
Florence + The Machine Take Ailing Foo Fighters' Glastonbury Slot	Florence + The Machine will take the main opening night slot at Glastonbury after the Foo Fighters canceled their European tour because lead singer Dave Grohl broke his leg, the festival said on Wednesday.	http://www.nytimes.com/reuters/2015/06/17/arts/17reuters-festival-glastonbury-florence.html
Miley Cyrus Donates Caitlyn Jenner Artwork, Raises $69,000 for AIDS Research	Pop singer Miley Cyrus daubed glitter and paint over magazine covers showing transgender reality TV star Caitlyn Jenner, then donated them to a gala auction, raising $69,000 for AIDS research.	http://www.nytimes.com/reuters/2015/06/17/arts/17reuters-people-cyrus-amfar.html
A Minute With: Amy Poehler on Singing and Crying for 'Inside Out'	"Actress Amy Poehler often plays upbeat characters, but the comedian brims with pep in Pixar's animated film ""Inside Out"" as Joy, an emotion living inside an 11-year-old girl named Riley. "	http://www.nytimes.com/reuters/2015/06/17/arts/17reuters-film-insideout.html
Rare Bernini Sculpture Surfaces at the Getty		http://artsbeat.blogs.nytimes.com/2015/06/17/rare-bernini-sculpture-surfaces-at-the-getty/
Film Industry 'Not an Even Playing Field' for Women, Kidman Says	"Academy Award winner Nicole Kidman has called for more opportunities to be created for women in film, describing the industry as ""not an even playing field"" and joining a chorus of actresses who have condemned gender inequality in Hollywood."	http://www.nytimes.com/reuters/2015/06/17/arts/17reuters-film-women.html
Chris Evans to Replace Clarkson as Host of UK's Top Gear TV Show	Television and radio presenter Chris Evans is to become the new host of Britain's globally popular Top Gear TV motoring show, replacing Jeremy Clarkson who was dropped by the BBC in March after he attacked a producer.	http://www.nytimes.com/reuters/2015/06/17/arts/17reuters-britain-topgear-evans.html
Nicole Kidman Shares Career Regrets at Women in Film Awards	When Nicole Kidman was a young actress, Jane Campion offered her a role in one of her early films. Kidman declined the part because it required her to wear a shower cap and kiss a girl, and she dreamed of being the kind of actress who had long, flowing hair and kissed boys.	http://www.nytimes.com/aponline/2015/06/17/arts/ap-us-women-in-film-awards.html
At Basilica Soundscape Festival, Electronics, Post-Punk and Noise		http://artsbeat.blogs.nytimes.com/2015/06/17/at-basilica-soundscape-festival-electronics-post-punk-and-noise/
Classical Music This Week: Philharmonic in the Parks, Free Music and Nina Stemme	This week’s look ahead at the world of classical music.	http://www.nytimes.com/2015/06/17/arts/music/classical-music-this-week-philharmonic-in-the-parks-free-music-and-nina-stemme.html
What&#8217;s On TV Wednesday	Television highlights.	http://www.nytimes.com/2015/06/17/arts/television/whats-on-tv-wednesday.html
Review: Ethnic Festival Dancers Follow the Footsteps of a Heritage	An annual dance festival celebrates the choreography native to the many cultures that have become American.	http://www.nytimes.com/2015/06/17/arts/dance/review-ethnic-festival-dancers-follow-the-footsteps-of-a-heritage.html
Review: ‘The Astronaut Wives Club’ Examines the Paper Dolls Behind the Men of Steel	This new ABC series puts its own shiny gloss on the women married to the men of Project Mercury.	http://www.nytimes.com/2015/06/17/arts/television/review-the-astronaut-wives-club-examines-the-paper-dolls-behind-the-men-of-steel.html
‘Trainwreck Comedy Tour’ Is Amy Schumer’s Thing	At the Beacon Theater, Ms. Schumer was joined by Judd Apatow, Mike Birbiglia and other comedians to promote her coming movie through stand-up.	http://www.nytimes.com/2015/06/17/arts/review-trainwreck-comedy-tour-is-amy-schumers-thing.html
Mexican Government Calls Trump's Comments 'Prejudiced and Absurd'	"Mexico's interior minister on Tuesday lashed out at Republican U.S. presidential hopeful Donald Trump, labeling comments he made about the country in his announcement speech earlier in the day as ""prejudiced and absurd."""	http://www.nytimes.com/reuters/2015/06/16/arts/16reuters-usa-election-trump-mexico.html
Canadian Rocker Neil Young Strikes Sour Note on Donald Trump's Use of Song	"Canadian rocker Neil Young has lashed out at real estate mogul and TV personality Donald Trump for using his song ""Rockin' In The Free World"" when the Republican launched a U.S. presidential campaign on Tuesday in New York."	http://www.nytimes.com/reuters/2015/06/16/arts/16reuters-usa-election-trump-song.html
&#8216;Orange Is the New Black&#8217; Season 3, Episode 9 Recap: Rumspringa		http://artsbeat.blogs.nytimes.com/2015/06/16/orange-is-the-new-black-season-3-episode-9-recap-leanne-amish/
Neil Young Calls Out Trump for 'Rockin' In The Free World'	It didn't take long for Donald Trump to hit the first bump of what's sure to be a long road to reach the White House.	http://www.nytimes.com/aponline/2015/06/16/arts/ap-us-gop-2016-trump-music.html
Stanley Cup Final Is 2nd Most-Watched on Record	This year's Stanley Cup Final is the second most-watched on record.	http://www.nytimes.com/aponline/2015/06/16/arts/ap-hkn-stanley-cup-ratings.html
Brooklyn Academy of Music Seeks to Unify Its Campus With Art		http://artsbeat.blogs.nytimes.com/2015/06/16/brooklyn-academy-of-music-seeks-to-unify-its-campus-with-art/
New Game, Team Options Next Season on NBA League Pass	NBA fans can purchase single games and individual team packages next season as expanded NBA League Pass options.	http://www.nytimes.com/aponline/2015/06/16/arts/ap-bkn-league-pass.html
Foo Fighters Cancels All European After Grohl Injury	Dave Grohl managed to finish a concert with a broken ankle, but he can't finish the Foo Fighters tour.	http://www.nytimes.com/aponline/2015/06/16/arts/ap-us-foo-fighters-tour-canceled.html
Foo Fighters Cancel Europe Tour as Grohl Recovers From Broken Leg	The Foo Fighters will cancel the remainder of their European tour as lead singer Dave Grohl recovers from surgery after breaking his leg while performing last week, the rock group said on Tuesday.	http://www.nytimes.com/reuters/2015/06/16/arts/16reuters-music-foofighters-tour.html
Stained Glass at Riverside Church Removed for Repairs		http://artsbeat.blogs.nytimes.com/2015/06/16/stained-glass-at-riverside-church-removed-for-repairs/
Longtime Head of Book Foundation Stepping Down	The longtime head of the organization that presents the National Book Awards will be stepping down next March.	http://www.nytimes.com/aponline/2015/06/16/arts/ap-us-book-foundation-director.html
&#8216;Beautiful&#8217; Tour to Star Jessie Mueller&#8217;s Sister, Abby		http://artsbeat.blogs.nytimes.com/2015/06/16/beautiful-tour-to-star-jessie-muellers-sister-abby/
Chris Evans to Replace Jeremy Clarkson as Top Gear Host: BBC	Television and radio presenter Chris Evans will host motoring show Top Gear, replacing Jeremy Clarkson, who was dropped in March after he physically attacked a producer, the British Broadcasting Corporation (BBC) said on Tuesday.	http://www.nytimes.com/reuters/2015/06/16/arts/16reuters-britain-topgear-evans.html
MGM Buys Rights to &#8216;Primates of Park Avenue&#8217;		http://artsbeat.blogs.nytimes.com/2015/06/16/mgm-buys-rights-to-primates-of-park-avenue/
Reading About Racial Boundaries		http://artsbeat.blogs.nytimes.com/2015/06/16/reading-about-racial-boundaries/
&#8216;Orange Is the New Black&#8217; Season 3, Episode 8 Recap: The Alex Problem		http://artsbeat.blogs.nytimes.com/2015/06/16/orange-is-the-new-black-season-3-episode-8-recap-alex-flashback-kubra/
'The Briefcase' Finds Families Who Need Help and Help Others	Consider: a reality show that spotlights the struggling middle class by handing families a cash windfall plus the option to help another deserving family to some, or even all, of that $100,000 gift.	http://www.nytimes.com/aponline/2015/06/16/arts/ap-us-tv-briefcase-under-fire.html
Sony Fails to Dismiss Lawsuit Over 'Interview' Data Hacking	"A U.S. judge rejected Sony Pictures Entertainment Inc's bid to dismiss a lawsuit by nine former employees who claimed their personal data was stolen in a 2014 hacking tied to the studio's release of a comedy set in North Korea, ""The Interview."""	http://www.nytimes.com/reuters/2015/06/16/arts/16reuters-sony-cyberattack-lawsuit.html
The Broad Museum Picks Up Its Art-Buying Pace		http://artsbeat.blogs.nytimes.com/2015/06/16/the-broad-museum-picks-up-its-art-buying-pace/
Turtle Island Quartet Finds New Cellist in Carolina Chocolate Drops		http://artsbeat.blogs.nytimes.com/2015/06/16/turtle-island-quartet-finds-new-cellist-in-carolina-chocolate-drops/
Actor John Hurt Reveals Cancer Diagnosis: Agency	"British actor John Hurt, 75, who had starring roles in ""The Elephant Man"" and ""Captain Corelli's Mandolin"", revealed on Tuesday that he has been diagnosed with pancreatic cancer but says he intends to go on working."	http://www.nytimes.com/reuters/2015/06/16/arts/16reuters-people-hurt.html
Taraji P. Henson on 'Empire' and Its Successful Season	"Taraji P. Henson is on a mission: To take her brand global following the success of Fox's hit show ""Empire"" &#8212; and her breakout character Cookie Lyon."	http://www.nytimes.com/aponline/2015/06/16/arts/ap-us-tv-qa-taraji-p-henson.html
With Barbs and Bluster, Trump Barges Into 2016 White House Race	Real estate mogul and TV personality Donald Trump barged his way into the 2016 U.S. presidential election on Tuesday in a blitz of boasts, inflammatory comments and attacks on both fellow Republicans and President Barack Obama's administration.	http://www.nytimes.com/reuters/2015/06/16/arts/16reuters-usa-election-trump.html
'Room' Novelist Emma Donoghue Writing Young Adult Book	"""Room"" novelist Emma Donoghue is the latest popular author to join the thriving young adult genre."	http://www.nytimes.com/aponline/2015/06/16/arts/ap-us-books-emma-donoghue.html
Israel Freezes Funds for Arab Theater That Staged Prison Play	Israel froze state funding on Tuesday for an Arab theater whose play about jailed Palestinians angered the right, fuelling accusations that the government aims to suppress productions it deems pro-Palestinian.	http://www.nytimes.com/reuters/2015/06/16/arts/16reuters-israel-arab-theatre.html
Maria Schneider's Jazz Orchestra Evokes Rural America	"Maria Schneider Orchestra, ""The Thompson Fields"" (ArtistShare)"	http://www.nytimes.com/aponline/2015/06/16/arts/ap-us-music-review-maria-schneider.html
&#8216;Orange Is the New Black&#8217; Season 3, Episode 7 Recap: Norma Romano&#8217;s Magic		http://artsbeat.blogs.nytimes.com/2015/06/16/orange-is-the-new-black-season-3-episode-7-recap-norma-romano-flashback/
'The Fixer' Is Another Worthwhile Novel From Joseph Finder	"""The Fixer"" (Dutton), by Joseph Finder"	http://www.nytimes.com/aponline/2015/06/16/arts/ap-us-book-review-the-fixer.html
Steve Martin-Edie Brickell Musical Sets Sights on Broadway		http://artsbeat.blogs.nytimes.com/2015/06/16/steve-martin-edie-brickell-musical-sets-sights-on-broadway/
From 'Idol' to Queen, Lambert Spans Generations of Fans	When it comes to spanning the generational divide among music fans, Adam Lambert may have figured it all out: write catchy, hook-laden pop and dance tracks for the kids and sell pricey concert tickets for one of the all-time classic rock bands to their parents.	http://www.nytimes.com/aponline/2015/06/16/arts/ap-us-music-adam-lambert.html
In Performance: Sierra Boggess of &#8216;It Shoulda Been You&#8217;		http://artsbeat.blogs.nytimes.com/2015/06/16/in-performance-sierra-boggess-of-it-shoulda-been-you/
Celebrity Birthdays for the Week of June 28-July 4	"June 28: Comedian-director Mel Brooks is 89. Comedian John Byner is 78. Actor Bruce Davison is 69. Actress Kathy Bates is 67. Actress Alice Krige is 61. Guitarist-violinist Saul Davies of James is 50. Actress Mary Stuart Masterson is 49. Actor John Cusack is 49. Actor Gil Bellows (""Ally McBeal"") is 48. Actress-songwriter Danielle Brisebois (""All in the Family"") is 46. Actress Tichina Arnold (""Everybody Hates Chris"") is 46. Bassist Tim Nordwind of OK Go is 39. Bassist Mark Stoermer of The Killers is 38. Country singer and former ""American Idol"" contestant Kellie Pickler is 29."	http://www.nytimes.com/aponline/2015/06/16/arts/ap-us-celeb-birthdays.html
Dance This Week: Merce Cunningham, Twyla Tharp and ‘Romeo and Juliet’	This week’s look ahead at the world of dance.	http://www.nytimes.com/2015/06/16/arts/dance/dance-this-week-merce-cunningham-twyla-tharp-and-romeo-and-juliet.html
What’s on TV Tuesday	Television highlights.	http://www.nytimes.com/2015/06/16/arts/television/whats-on-tv-tuesday.html
Review: Harrison Birtwistle’s ‘The Cure’ and ‘The Corridor,’ Myths With a Twist	The Aldeburgh Festival presented these two chamber operas, which draw from the story of Orpheus and Eurydice, and an episode in the varied life of Medea.	http://www.nytimes.com/2015/06/16/arts/music/review-harrison-birtwistles-the-cure-and-the-corridor-myths-with-a-twist.html
Classical Live Offers Orchestras Another Internet Stage	Five performing groups have united to create a new avenue for streaming their live recordings via Google Play Music.	http://www.nytimes.com/2015/06/16/arts/music/classical-live-offers-orchestras-another-internet-stage.html
Monica Lewis, 93, Dies; Her Apple-Pie Appeal Sold Chiquita Bananas	Miss Lewis began her career as a singer and actress at an early age and was still performing near the end of her life.	http://www.nytimes.com/2015/06/16/arts/music/monica-lewis-dies-at-93-her-apple-pie-appeal-sold-chiquitas-bananas.html
Review: &#8216;The Sleeping Beauty&#8217; Spurs American Ballet Theater to Work on the Details	A series of performances of a new production of &#8220;The Sleeping Beauty&#8221; offered a reminder that no ballet better showcases the way in which a company operates.	http://www.nytimes.com/2015/06/16/arts/dance/review-the-sleeping-beauty-spurs-american-ballet-theater-to-work-on-the-details.html
Review: &#8216;What Counts,&#8217; a Lydia Johnson Dance Work, Attends to the Music	For Ms. Johnson, a choreographer, the relevance of the music was clear in works her company presented last weekend at Ailey Citigroup Theater.	http://www.nytimes.com/2015/06/16/arts/dance/review-what-counts-a-lydia-johnson-dance-work-attends-to-the-music.html
Conlon Nancarrow&#8217;s Player-Piano Works at the Whitney: No Live Performer Needed	&#8220;Anywhere in Time: A Conlon Nancarrow Festival,&#8221; an 11-day immersion that begins on Wednesday, focuses on the groundbreaking studies for player piano.	http://www.nytimes.com/2015/06/16/arts/music/conlon-nancarrows-player-piano-works-at-the-whitney-no-live-performer-needed.html
Review: Ryn Weaver&#8217;s &#8216;The Fool&#8217; Experiments While Echoing Stevie Nicks	Ms. Weaver, who appeared suddenly on SoundCloud last June with the hit “OctaHate,” makes heartbreak into cataclysms on this debut album.	http://www.nytimes.com/2015/06/16/arts/music/review-ryn-weavers-the-fool-experiments-while-echoing-stevie-nicks.html
Review: Rebecca Stenn&#8217;s &#8216;Riparius (Belonging to the River)&#8217; in Brooklyn Debut	The dance, a collaboration among Ms. Stenn and others, is performed at Gowanus Loft, near the canal.	http://www.nytimes.com/2015/06/16/arts/dance/review-rebecca-stenns-riparius-belonging-to-the-river-in-brooklyn-debut.html
Review: Ran Blake&#8217;s &#8216;Ghost Tones&#8217; Connects With George Russell	This album is Mr. Blake&#8217;s composite portrait of Mr. Russell, a former colleague at the New England Conservatory.	http://www.nytimes.com/2015/06/16/arts/music/review-ran-blakes-ghost-tones-connects-with-george-russell.html
Review: Brian Landrus Trio&#8217;s &#8216;The Deep Below&#8217; Is All About the Bass End	The multireedist Mr. Landrus is in stark relief with the no-nonsense rhythm team of Lonnie Plaxico on bass and Billy Hart on drums.	http://www.nytimes.com/2015/06/16/arts/music/review-brian-landrus-trios-the-deep-below-is-all-about-the-bass-end.html
Review: Adam Lambert Tones Down Excess on &#8216;The Original High&#8217;	This &#8220;American Idol&#8221; alum known for his theatrical shrieks submits to the music on his poppy third album.	http://www.nytimes.com/2015/06/16/arts/music/review-adam-lambert-tones-down-excess-on-the-original-high.html
Review: Rachel Podger Plays Bach for Flute With Her Violin	This Baroque violinist played Bach&#8217;s Partita in A minor for solo flute, along with Tartini and Biber works, at the Baryshnikov Arts Center.	http://www.nytimes.com/2015/06/16/arts/music/review-rachel-podger-plays-bach-for-flute-with-her-violin.html
Review: &#8216;Deutschland 83&#8217; Focuses on a Reluctant Cold War Spy	This eight-part series on SundanceTV follows a young East German soldier who is recruited, against his will, for espionage in West Germany.	http://www.nytimes.com/2015/06/16/arts/television/review-deutschland-83-focuses-on-a-reluctant-cold-war-spy.html
In ‘Game of Thrones’ Finale, a Breakdown in Storytelling	The show has substituted sensation for imagination.	http://www.nytimes.com/2015/06/16/arts/television/in-game-of-thrones-finale-a-breakdown-in-storytelling.html
Nek Chand, Creator of a Sculpture Kingdom in India, Dies at 90	Mr. Chand’s life work was the Rock Garden of Chandigarh, which comprises fountains and sculptures, many of them made from found objects.	http://www.nytimes.com/2015/06/15/arts/nek-chand-creator-of-a-sculpture-kingdom-in-india-dies-at-90.html
&#8216;Orange Is the New Black&#8217; Season 3, Episode 6 Recap: Chang		http://artsbeat.blogs.nytimes.com/2015/06/15/orange-is-the-new-black-season-3-episode-6-recap-chang-flashback/
Chinese Festival Pivots Back	The Shanghai International Film Festival will feature homegrown productions as China tries to strike a balance between opening its market and protecting it.	http://www.nytimes.com/2015/06/15/arts/international/chinese-festival-pivots-back.html
In Chinese Cinema, Survival of Fittest	Despite the proliferation of investment in the industry, many filmmakers in their 20s and 30s say it is difficult to get financial support.	http://www.nytimes.com/2015/06/15/arts/international/in-chinese-cinema-survival-of-fittest.html
Will Ferrell, Kristin Wiig Swap Laughs for Lifetime Drama	"Will Ferrell and Kristin Wiig are swapping their comedy talents for melodrama in Lifetime's upcoming parody film ""A Deadly Adoption,"" as a trailer on Monday shows the duo getting entangled with a crazy pregnant woman.  "	http://www.nytimes.com/reuters/2015/06/15/arts/15reuters-television-willferrell-lifetime.html
Broadway Reaps Box-Office Benefits of Tonys Broadcast		http://artsbeat.blogs.nytimes.com/2015/06/15/broadway-reaps-box-office-benefits-of-tonys-broadcast/
NBA Finals Game 5 Draws Best Rating Since 2004	The NBA Finals' Game 5 has drawn its highest television rating in more than a decade.	http://www.nytimes.com/aponline/2015/06/15/arts/ap-bkn-finals-ratings.html
State Museum in Albany Plans Overhaul of Its Galleries		http://artsbeat.blogs.nytimes.com/2015/06/15/state-museum-in-albany-plans-overhaul-of-its-galleries/
Is He Really Dead? And Where Does &#8216;Game of Thrones&#8217; Stand for Season 6?		http://artsbeat.blogs.nytimes.com/2015/06/15/is-he-really-dead-and-where-does-game-of-thrones-stand-for-season-6/
&#8216;The Illusionists&#8217; Will Reappear on Broadway		http://artsbeat.blogs.nytimes.com/2015/06/15/the-illusionists-will-reappear-on-broadway/
Taraji P. Henson on 'Empire' and Its Successful Season	"Taraji P. Henson is on a mission: To take her brand global following the success of Fox's hit show ""Empire"" &#8212; and her breakout character Cookie Lyon."	http://www.nytimes.com/aponline/2015/06/15/arts/ap-us-tv-qa-taraji-p-henson.html
White House Won't Confirm Prince Performed for Obama	Prince performed some of his greatest hits at a weekend White House party for President Barack Obama and his wife, Michelle.	http://www.nytimes.com/aponline/2015/06/15/arts/ap-us-white-house-prince.html
Mobli Takes on Internet Giants With Event-Based Photo and Video Search	Israeli start-up Mobli Media Inc is taking on Internet giants Google, Facebook and Yahoo with an innovative online search tool to find the latest photos and videos across social media, the company said on Monday.	http://www.nytimes.com/reuters/2015/06/15/arts/15reuters-tech-mobli.html
'Jurassic World' Scores Biggest Box Office Opening in History	"Dinosaurs stomped to a box office record over the weekend as ""Jurassic World"" notched the biggest movie debut in history, with a global total of $524.1 million, Universal Pictures said on Monday."	http://www.nytimes.com/reuters/2015/06/15/arts/15reuters-film-jurassicworld-boxoffice.html
Who’s Rich Enough for a Picasso?	A look back at landmark prices from the past finds that trophy works sold today have never been so costly.	http://www.nytimes.com/2015/06/15/arts/international/whos-rich-enough-for-a-picasso.html
US Sen. Booker Working on Memoir-Policy Book Called 'United'	U.S. Sen. Cory Booker wants to be a uniter.	http://www.nytimes.com/aponline/2015/06/15/arts/ap-us-books-cory-booker.html
John Cleese and Eric Idle to Hit the Road Together		http://artsbeat.blogs.nytimes.com/2015/06/15/john-cleese-and-eric-idle-to-hit-the-road-together/
From YouTube to the Big Screen: A Transgender Actress' Journey	During childhood, transgender actress Michelle Hendley would go to school and play pretend, picturing herself with a long ponytail and a girl's outfit.	http://www.nytimes.com/reuters/2015/06/15/arts/15reuters-usa-transgender-rights.html
'The Illusionists' to Reappear Like Magic on Broadway Again	"The magic super group ""The Illusionists"" will &#8212; poof! &#8212; reappear on Broadway this fall."	http://www.nytimes.com/aponline/2015/06/15/arts/ap-us-theater-the-illusionists.html
New Edna O'Brien Story Anthology Spans 5 Decades	"""The Love Object"" (Little, Brown and Co.), by Edna O'Brien"	http://www.nytimes.com/aponline/2015/06/15/arts/ap-us-book-review-the-love-object.html
Apple to Pay 70 Percent of Music Subscription Revenue to Labels, Publishers	Apple Inc said it would pay more than 70 percent revenue from music subscriptions to music owners.	http://www.nytimes.com/reuters/2015/06/15/arts/15reuters-apple-music.html
Depardieu Intervened for Widely Panned FIFA Movie	"Actor Gerard Depardieu personally intervened to persuade the Cannes Film Festival to show the FIFA-funded movie ""United Passions"" that sank almost without trace at the box office after being panned by critics."	http://www.nytimes.com/aponline/2015/06/15/arts/ap-soc-fifa-movie-cannes.html
Janet Jackson Announces Tour Dates	Six-time Grammy Award winner and multi-platinum selling artist Janet Jackson will kick off a 32-city tour on Aug. 31 in Vancouver, Live Nation announced Monday.	http://www.nytimes.com/aponline/2015/06/15/arts/ap-us-music-janet-jackson-.html
'Day Four' Sends a Cruise Adrift in Supernatural Waters	"""Day Four"" (Little, Brown and Co.), by Sarah Lotz"	http://www.nytimes.com/aponline/2015/06/15/arts/ap-us-book-review-day-four.html
5 Seconds of Summer Guitarist Burnt in Onstage Mishap	Guitarist Michael Clifford of 5 Seconds of Summer says he is fine after burning his face in an onstage pyrotechnic mishap.	http://www.nytimes.com/aponline/2015/06/15/arts/ap-eu-britain-5-seconds-of-summer.html
Isle of Wight Festival Honors Jimi Hendrix With Record Attempt	Britain kicked off its summer music festival season on the Isle of Wight with a world record attempt in honor of Jimi Hendrix 45 years after his last UK performance at the venue.	http://www.nytimes.com/reuters/2015/06/15/arts/15reuters-festival-isleofwight.html
Repentant 'Godfather' of British Jihad Recalls Extremism's Lure	Abu Muntasir, a former radical Islamic preacher who once enjoyed a large following in Britain, sobs uncontrollably as he recalls the moment he decided to turn his back on extremism.	http://www.nytimes.com/reuters/2015/06/15/arts/15reuters-britain-jihad-film.html
&#8216;Concert by the Sea,&#8217; a Jazz Classic by Erroll Garner, Is to Be Reissued		http://artsbeat.blogs.nytimes.com/2015/06/15/concert-by-the-sea-a-jazz-classic-by-erroll-garner-to-be-reissued/
Times Critics’ Picks: What to Do This Week	A handful of things to see, hear and do, chosen by critics for The New York Times.	http://www.nytimes.com/2015/06/15/arts/times-critics-picks-what-to-do-this-week.html
What&#8217;s On TV Monday	Television highlights.	http://www.nytimes.com/2015/06/15/arts/television/whats-on-tv-monday.html
Reviews: Chelsea Music Festival, Gregg Kallor and St. Petersburg Philharmonic	Performances in recent days have offered old staples and newer works.	http://www.nytimes.com/2015/06/15/arts/music/reviews-chelsea-music-festival-gregg-kallor-and-st-petersburg-philharmonic.html
Review: San Francisco Opera&#8217;s &#8216;Two Women&#8217; Depicts War&#8217;s Horror at High Pitch	Marco Tutino&#8217;s new opera (with a libretto by Mr. Tutino and Fabio Ceresa) adapts a 1958 novel by Alberto Moravia.	http://www.nytimes.com/2015/06/15/arts/music/review-san-francisco-operas-two-women-depicts-wars-horror-at-high-pitch.html
Review: Ayelen Parolin&#8217;s &#8216;25.06.76&#8217; Evolves as She Does	The Argentine-born choreographer has performed the biographical dance solo more than 20 times over the past decade.	http://www.nytimes.com/2015/06/15/arts/dance/review-ayelen-parolins-25-06-76-evolves-as-she-does.html
At Art Basel, a Powerful Jury Controls the Market	Six jurors decide which galleries get to show their art at this influential Swiss fair, where billions of dollars’ worth of art is for sale.	http://www.nytimes.com/2015/06/15/arts/design/at-art-basel-a-powerful-jury-controls-the-market.html
Ronald A. Wilford, Manager to a Host of Legendary Maestros, Dies at 87	By orchestrating the careers of leading conductors, he became one of the most powerful figures in classical music in the second half of the 20th century.	http://www.nytimes.com/2015/06/14/arts/music/ronald-wilford-manager-of-legendary-maestros-dies-at-87.html
Gwendoline Christie Discusses Brienne&#8217;s Big Move on &#8216;Game of Thrones&#8217;		http://artsbeat.blogs.nytimes.com/2015/06/14/game-of-thrones-brienne-season-5-finale-interview/
&#8216;Game of Thrones&#8217; Finale Recap: Shocking Deaths and a Walk of Shame		http://artsbeat.blogs.nytimes.com/2015/06/14/game-of-thrones-season-5-finale-jon-snow/
&#8216;Veep&#8217; Season 4 Finale Recap: Ma&#8217;am Up		http://artsbeat.blogs.nytimes.com/2015/06/14/veep-season-4-finale-recap-election-night/
&#8216;Orange Is the New Black&#8217; Season 3, Episode 5 Recap: Flaca Takes a Test		http://artsbeat.blogs.nytimes.com/2015/06/14/orange-is-the-new-black-season-3-episode-5-recap-flaca-flashback/
Saxophonist David Murray Part of Vision Festival Lineup		http://artsbeat.blogs.nytimes.com/2015/06/14/saxophonist-david-murray-part-of-vision-festival-lineup/
Britain's Muse Score Fifth Number One Album With 'Drones'	"British rock band Muse scored their fifth British number one album on Sunday when ""Drones"" went straight into the chart in the top spot, the Official Charts Company said."	http://www.nytimes.com/reuters/2015/06/14/arts/14reuters-britain-charts.html
Adaptation of &#8220;The Rothschilds&#8221; to Come to New York		http://artsbeat.blogs.nytimes.com/2015/06/14/adaptation-of-the-rothschilds-to-come-to-broadway/
Dave Grohl Injures Leg During Fall, Cancels Tour Dates		http://artsbeat.blogs.nytimes.com/2015/06/14/dave-grohl-injures-leg-during-fall-cancels-tour-dates/
Le Mans Is McDream Come True for Dempsey	Actor Patrick Dempsey, better known to millions worldwide in his former role as Dr Derek Shepherd in the medical drama Grey's Anatomy, finally made it onto the Le Mans 24 Hours podium on Sunday.	http://www.nytimes.com/reuters/2015/06/14/arts/14reuters-motor-racing-mans-dempsey.html
'Jurassic World' Rumbles to Record Setting $204.6 Million Opening	"Dinosaurs rule the earth again after ""Jurassic World"" debuted to a dominant $204.6 million at the domestic box office this weekend."	http://www.nytimes.com/reuters/2015/06/14/arts/14reuters-usa-boxoffice.html
Alibaba to Launch Netflix-Like Video Streaming Service in Two Months	Alibaba Group Holding Ltd will launch an online video streaming service in China in about two months, hoping to emulate the U.S.'s Netflix Inc and HBO, the firm's head of digital entertainment said on Sunday.	http://www.nytimes.com/reuters/2015/06/14/arts/14reuters-alibaba-video.html
&#8216;Silicon Valley&#8217; Season 2 Finale Recap: Paying the Pied Piper		http://artsbeat.blogs.nytimes.com/2015/06/14/silicon-valley-season-2-finale-recap/
Correction: Le Mans-Patrick Dempsey Story	In a story June 14 about the GTE Amateur category race at Le Mans, The Associated Press reported erroneously that Scuderia Corsa Ferrari won. According to the Le Mans website, SMP Racing won with drivers Victor Shaitar, Andrea Bertolini and Aleksey Basov.	http://www.nytimes.com/aponline/2015/06/14/arts/ap-car-le-mans-patrick-dempsey.html
&#8216;Orange Is the New Black&#8217; Season 3, Episode 4 Recap: Do We Need a Villain?		http://artsbeat.blogs.nytimes.com/2015/06/14/orange-is-the-new-black-season-3-episode-4-boo-flashback/
