headline	lead_paragraph	web_url
Carrie Underwood Hits Her Stride at CMA Music Festival	Carrie Underwood remembers when she first performed to thousands of country fans at the coveted Country Music Association's Music Festival in Nashville, Tennessee.	http://www.nytimes.com/aponline/2015/06/14/arts/ap-us-carrie-underwood-cma-music-festival.html
What&#8217;s On TV Sunday	Television highlights.	http://www.nytimes.com/2015/06/14/arts/television/whats-on-tv-sunday.html
25 Years of Drawn &amp; Quarterly, Champion of Female Cartoonists	Back in 1990, comics pretty much looked like a Y chromosome. The Montreal publisher Drawn & Quarterly changed the landscape.	http://www.nytimes.com/2015/06/14/arts/design/25-years-of-drawn-quarterly-champion-of-female-cartoonists.html
Drawn &amp; Quarterly: A Starting Syllabus and Creators to Watch	A cheat sheet of titles and artists from the comics publisher.	http://www.nytimes.com/2015/06/14/arts/design/drawn-quarterly-a-starting-syllabus-and-creators-to-watch.html
Jennifer Beals and Matthew Modine Star in TNT&#8217;s &#8216;Proof,&#8217; on Life, Death and Beyond	A billionaire tech wizard with terminal cancer offers a doctor control of his estate if she&#8217;ll help him prove what, if anything, exists after the body flatlines.	http://www.nytimes.com/2015/06/14/arts/television/jennifer-beals-and-matthew-modine-star-in-tnts-proof-on-life-death-and-beyond.html
‘Navigating the West’ Celebrates George Caleb Bingham’s Paintings	This exhibition at the Met details Bingham&#8217;s depictions of life on the Missouri and Mississippi Rivers in the 19th century.	http://www.nytimes.com/2015/06/14/arts/design/navigating-the-west-celebrates-george-caleb-binghams-paintings.html
Alvin Ailey Company Says Goodbye to Three Dancers	Three longtime members of the Alvin Ailey American Dance Theater are to make their final performances at the David H. Koch Theater.	http://www.nytimes.com/2015/06/14/arts/dance/alvin-ailey-company-says-goodbye-to-three-dancers.html
Cathedrals, R&amp;B With a Dash of 1980s Rock, at Le Poisson Rouge	The singer Brodie Jenkins has a versatile voice paired with Johnny Hwin&#8217;s sultry, tender music.	http://www.nytimes.com/2015/06/14/arts/music/cathedrals-rb-with-a-dash-of-1980s-rock-at-le-poisson-rouge.html
New Releases From Marta S&aacute;nchez, Cloud Rat, Pete Rodriguez and More	Music from those artists and others deliver a soundscape of fervid screams, serenity, folk and Latin jazz.	http://www.nytimes.com/2015/06/14/arts/music/new-releases-from-marta-sanchez-cloud-rat-pete-rodriguez-and-more.html
Ryn Weaver&#8217;s &#8216;The Fool&#8217; Is Deeply Personal Indie Pop	Ms. Weaver is promoting her first album and building her brand with a tour and a &#8220;Tonight Show&#8221; appearance.	http://www.nytimes.com/2015/06/14/arts/music/ryn-weavers-the-fool-is-deeply-personal-indie-pop.html
‘Deutschland 83,’ a SundanceTV Series About an Earnest Stasi Spy	This new series depicts a young East German posing as a NATO general&#8217;s aide in West Germany in 1983, when Cold War tensions were high and a peace movement was in full swing in Europe.	http://www.nytimes.com/2015/06/14/arts/television/deutschland-83-a-sundancetv-series-about-an-earnest-stasi-spy.html
Ayano Sudo&#8217;s Photographs Blur the Gender Line	&#8220;Gal boys,&#8221; &#8220;strong girls&#8221; and Japanese theater inspire an artist&#8217;s work.	http://www.nytimes.com/2015/06/14/arts/design/ayano-sudos-photographs-blur-the-gender-line.html
Celebrating 50 Years of New York Philharmonic Outdoor Concerts	The ensemble celebrates its anniversary of playing in the city&#8217;s parks.	http://www.nytimes.com/2015/06/14/arts/music/celebrating-50-years-of-new-york-philharmonic-outdoor-concerts.html
‘Hannibal’: 3 Steps to TV’s Scariest Soundtrack	The composer Brian Reitzell uses new sounds and nonmusical instruments to set the mood for the NBC series about the Hannibal Lecter saga.	http://www.nytimes.com/2015/06/14/arts/television/hannibal-3-steps-to-tvs-scariest-soundtrack.html
David Byrne&#8217;s Changing of the Color Guard	Mr. Byrne, who considers drill-team competitions as something of a folk art, is promoting it with a musical project called &#8220;Contemporary Color.&#8221;	http://www.nytimes.com/2015/06/14/arts/dance/david-byrnes-changing-of-the-color-guard.html
Chelsea Music Festival Celebrates Music and Food	The arts and tastes of Finland and Hungary are in the spotlight this year.	http://www.nytimes.com/2015/06/14/arts/music/chelsea-music-festival-celebrates-music-and-food.html
Rockers, Actors Unite on London Catwalk for Male Cancer Awareness	From veteran shock rocker Alice Cooper to model David Gandy, men from the world of fashion, film and music united on the catwalk to raise awareness about male cancer.	http://www.nytimes.com/reuters/2015/06/13/arts/13reuters-britain-fashion-gala.html
Actor John Stamos Arrested in Beverly Hills	Actor John Stamos was arrested on Friday evening on suspicion of driving under the influence of alcohol or drugs in Beverley Hills, the southern California city, police department officials said.	http://www.nytimes.com/reuters/2015/06/13/arts/13reuters-people-stamos.html
What’s on TV Saturday	Television highlights.	http://www.nytimes.com/2015/06/13/arts/television/whats-on-tv-saturday.html
Jim Ed Brown, Smooth Voice on &#8216;The Three Bells&#8217; and Other Hits, Dies at 81	A Grand Ole Opry star, Mr. Brown had a long string of songs on the country charts, both as part of the Browns, with Helen Cornelius, and as a solo act.	http://www.nytimes.com/2015/06/13/arts/music/jim-ed-brown-smooth-voice-on-the-three-bells-and-other-hits-dies-at-81.html
City’s Diversity Effort Gets Financial Backers	New York City’s effort to promote diversity among the staffs, boards and audiences of its cultural organizations has been buttressed by $150,000 from foundations.	http://www.nytimes.com/2015/06/13/arts/citys-diversity-effort-gets-financial-backers.html
Review: ‘H {N)Y P N(Y} OSIS,’ Out of This World, at Park Avenue Armory	The French artist Philippe Parreno brings his multimedia spectacle of music, film, sculpture, lights and live performance to the armory&#8217;s cavernous drill hall.	http://www.nytimes.com/2015/06/13/arts/design/review-h-n-y-p-n-y-osis-out-of-this-world-at-park-avenue-armory.html
Review: &#8216;Milkdreams&#8217; Is Like Taking Dance Lessons From a Baby	Alexandra Beller was inspired by the antics of her young children for &#8220;Milkdreams,&#8221; at La MaMa Moves!	http://www.nytimes.com/2015/06/13/arts/dance/review-milkdreams-is-like-taking-dance-lessons-from-a-baby.html
Review: Boston Early Music Festival Makes Monteverdi Its Main Attraction	The sheer weight of the Monteverdi venture &#8212; the number of performers and costumes; the amount of performance time, let alone rehearsal time &#8212; amid the week&#8217;s concerts and recitals is remarkable.	http://www.nytimes.com/2015/06/13/arts/music/review-boston-early-music-festival-makes-monteverdi-its-main-attraction.html
Review: Either/Or, at University Settlement, Is Inspired by Boredom and Writer&#8217;s Block	This new-music ensemble presented a musical homage to a quote from Gustave Flaubert.	http://www.nytimes.com/2015/06/13/arts/music/review-either-or-at-university-settlement-is-inspired-by-boredom-and-writers-block.html
Review: A Reunited Luna Plays Brooklyn’s Northside Festival	The concert in McCarren Park was a homecoming of sorts for the band, played in front of familiar faces and T-shirts.	http://www.nytimes.com/2015/06/13/arts/music/review-a-reunited-luna-plays-brooklyns-northside-festival.html
Review: Alvin Ailey Troupe Dances &#8216;Exodus&#8217; at Koch Theater	The company gave Rennie Harris&#8217;s new dance its premiere as part of a program that included a tribute to Dudley Williams, the troupe&#8217;s longest-serving member.	http://www.nytimes.com/2015/06/13/arts/dance/review-alvin-ailey-troupe-dances-exodus-at-koch-theater.html
Review: San Francisco Symphony Stages &#8216;Missa Solemnis&#8217; With a Visual Component	The orchestra closes its season with a three-week Beethoven festival performed with a vocal quartet, the San Francisco Symphony Chorus and the Pacific Boychoir.	http://www.nytimes.com/2015/06/13/arts/music/review-san-francisco-symphony-stages-missa-solemnis-with-a-visual-component.html
James Last, Bandleader Known for ‘Happy Sound,’ Dies at 86	The internationally renowned German bandleader purveyed music that was considered staggeringly accessible, even by the standards of easy listening.	http://www.nytimes.com/2015/06/13/arts/music/james-last-bandleader-known-for-happy-sound-dies-at-86.html
Bizarre Court Case Puts a Violinist, and Leipzig String Quartet, in an Unflattering Light	Stefan Arzberger, a member of the music group, is fighting charges that he attacked a woman in a Manhattan hotel this spring.	http://www.nytimes.com/2015/06/13/arts/music/bizarre-court-case-puts-a-violinist-and-leipzig-string-quartet-in-an-unflattering-light.html
Book Review Podcast: &#8216;Stalin&#8217;s Daughter&#8217;		http://artsbeat.blogs.nytimes.com/2015/06/12/book-review-podcast-stalins-daughter/
NBA Finals Game 4 Draws Best Rating Since 2004	The NBA Finals' Game 4 has drawn its highest television rating in more than a decade.	http://www.nytimes.com/aponline/2015/06/12/arts/ap-bkn-finals-ratings.html
Harper Lee Letters Fail to Sell at Auction		http://artsbeat.blogs.nytimes.com/2015/06/12/harper-lee-letters-fail-to-sell-at-auction/
Sierra Boggess to Star in 'School of Rock' Musical	"Andrew Lloyd Webber has tapped a favorite actress to play the school principal in the musical stage version of ""School of Rock."""	http://www.nytimes.com/aponline/2015/06/12/arts/ap-us-theater-sierra-boggess-.html
Founding Member of Pussy Riot Detained in Moscow		http://artsbeat.blogs.nytimes.com/2015/06/12/founding-member-of-pussy-riot-detained-in-moscow/
Prime-Time Viewing for Woods, Spieth at US Open	The opening round of Tiger Woods and Masters champion Jordan Spieth will be televised in prime time.	http://www.nytimes.com/aponline/2015/06/12/arts/ap-glf-us-open-draw.html
When Your Home Is a Museum: Bernar Venet&apos;s Labor of Love	The French artist puts his conceptual art and his collection of his friends' works on show at his home-museum in the South of France.	http://www.nytimes.com/2015/06/12/arts/international/when-your-home-is-a-museum-bernar-venet-s-labor-of-love.html
Popcast: Tenement, Punk and the DIY Scene		http://artsbeat.blogs.nytimes.com/2015/06/12/popcast-tenement-punk-and-the-diy-scene/
Jack Wagner Talks Acting Alongside His Ex on New TV Show	Jack Wagner doesn't need to roll with an entourage. He shows up to a recent interview by himself.	http://www.nytimes.com/aponline/2015/06/12/arts/ap-us-tv-jack-wagner.html
&#8216;Orange Is the New Black&#8217; Season 3 Episode 3 Recap: Darling Nicky		http://artsbeat.blogs.nytimes.com/2015/06/12/orange-is-the-new-black-nicky-flashback-season-3-episode-3/
&#8216;Game of Thrones&#8217; Season 5 Finale: 9 Questions That Need Answers		http://artsbeat.blogs.nytimes.com/2015/06/12/game-of-thrones-season-5-finale/
Sherrie Levine Moves to David Zwirner		http://artsbeat.blogs.nytimes.com/2015/06/12/sherrie-levine-moves-to-david-zwirner/
Footage of Aviator Earhart Emerges 80 Years After Disappearance	Under wraps for nearly 80 years, new film footage has been released showing aviation pioneer Amelia Earhart in the run-up to her ill-fated attempt to fly around the world in 1937.	http://www.nytimes.com/reuters/2015/06/12/arts/12reuters-people-earhart-footage.html
What&#8217;s on This Week Around the World		http://artsbeat.blogs.nytimes.com/2015/06/12/whats-on-this-week-around-the-world-28/
Correction: TV-Transgender Reality Show Story	"In a story June 12 about a new reality television show called ""Becoming Us,"" The Associated Press erroneously spelled the name of the main subject of a different reality show. The subject of ""I am Cait"" is Caitlyn Jenner, not Caitlin."	http://www.nytimes.com/aponline/2015/06/12/arts/ap-us-tv-transgender-reality-show.html
Black Film Festival Shifts Focus to Web as Options Expand	As scrutiny continues over diversity in film and opportunities for African Americans in Hollywood, some black actors and producers are looking to another avenue where they see growth &#8212; the Web.	http://www.nytimes.com/aponline/2015/06/12/arts/ap-us-black-film-web-series.html
Guest Lineups for the Sunday News Shows	Guest lineups for the Sunday TV news shows:	http://www.nytimes.com/aponline/2015/06/12/arts/ap-us-news-shows.html
Barry Manilow to Perform on National Mall for July 4th	Barry Manilow will headline this year's Independence Day celebration on the National Mall, performing July 4 with the National Symphony Orchestra and other musicians.	http://www.nytimes.com/aponline/2015/06/12/arts/ap-us-july-fourth-barry-manilow.html
&#8216;Orange Is the New Black&#8217; Season 3, Episode 2 Recap: Bedbugs		http://artsbeat.blogs.nytimes.com/2015/06/12/orange-is-the-new-black-bedbugs-season-3-episode-2-recap/
Marilyn Manson Honored With Kerrang! Lifetime Achievement Award	American shock rocker Marilyn Manson has been honored with a lifetime achievement prize at Britain's Kerrang! Awards for a musical career spanning over two decades.	http://www.nytimes.com/reuters/2015/06/12/arts/12reuters-music-manson.html
Rockers Motley Crue Plan to Go Out on a High in Last European Tour	After 30 years together and over 80 million album sales, heavy metal rock band Motley Crue say they are going out in style in their last European live concerts -- with plenty of pyrotechnics and a huge drum rollercoaster.	http://www.nytimes.com/reuters/2015/06/12/arts/12reuters-music-motleycrue.html
